productkey,product_name,brand,color,unit_cost_usd,unit_price_usd,subcategorykey,subcategory,categorykey,category
247,contoso_home_theater_system_51_channel_m1520_black,contoso,black,155.89,339.0,203,home_theater_system,2,tv_and_video
248,contoso_home_theater_system_51_channel_m1530_black,contoso,black,183.49,399.0,203,home_theater_system,2,tv_and_video
249,contoso_home_theater_system_21_channel_e1220_black,contoso,black,101.46,199.0,203,home_theater_system,2,tv_and_video
250,contoso_home_theater_system_51_channel_m1540_black,contoso,black,243.27,529.0,203,home_theater_system,2,tv_and_video
251,contoso_home_theater_system_41_channel_m1420_black,contoso,black,244.72,480.0,203,home_theater_system,2,tv_and_video
252,contoso_home_theater_system_21_channel_m1230_black,contoso,black,183.54,360.0,203,home_theater_system,2,tv_and_video
253,contoso_home_theater_system_21_channel_e1200_silver,contoso,silver,152.44,299.0,203,home_theater_system,2,tv_and_video
254,contoso_home_theater_system_21_channel_m1210_silver,contoso,silver,167.73,329.0,203,home_theater_system,2,tv_and_video
255,contoso_home_theater_system_71_channel_m1700_silver,contoso,silver,294.54,889.0,203,home_theater_system,2,tv_and_video
256,contoso_home_theater_system_41_channel_m1400_silver,contoso,silver,208.52,409.0,203,home_theater_system,2,tv_and_video
257,contoso_home_theater_system_51_channel_m1500_silver,contoso,silver,197.28,429.0,203,home_theater_system,2,tv_and_video
258,contoso_home_theater_system_51_channel_m1510_silver,contoso,silver,224.87,489.0,203,home_theater_system,2,tv_and_video
259,contoso_home_theater_system_41_channel_m1410_silver,contoso,silver,167.73,329.0,203,home_theater_system,2,tv_and_video
260,contoso_home_theater_system_51_channel_m1520_silver,contoso,silver,155.89,339.0,203,home_theater_system,2,tv_and_video
261,contoso_home_theater_system_51_channel_m1530_silver,contoso,silver,183.49,399.0,203,home_theater_system,2,tv_and_video
262,contoso_home_theater_system_21_channel_e1220_silver,contoso,silver,101.46,199.0,203,home_theater_system,2,tv_and_video
263,contoso_home_theater_system_51_channel_m1540_silver,contoso,silver,243.27,529.0,203,home_theater_system,2,tv_and_video
264,contoso_home_theater_system_41_channel_m1420_silver,contoso,silver,244.72,480.0,203,home_theater_system,2,tv_and_video
265,contoso_home_theater_system_21_channel_m1230_silver,contoso,silver,183.54,360.0,203,home_theater_system,2,tv_and_video
266,contoso_home_theater_system_21_channel_e1200_white,contoso,white,152.44,299.0,203,home_theater_system,2,tv_and_video
267,contoso_home_theater_system_21_channel_m1210_white,contoso,white,167.73,329.0,203,home_theater_system,2,tv_and_video
268,contoso_home_theater_system_71_channel_m1700_white,contoso,white,294.54,889.0,203,home_theater_system,2,tv_and_video
269,contoso_home_theater_system_41_channel_m1400_white,contoso,white,208.52,409.0,203,home_theater_system,2,tv_and_video
270,contoso_home_theater_system_51_channel_m1500_white,contoso,white,197.28,429.0,203,home_theater_system,2,tv_and_video
271,contoso_home_theater_system_51_channel_m1510_white,contoso,white,224.87,489.0,203,home_theater_system,2,tv_and_video
272,contoso_home_theater_system_41_channel_m1410_white,contoso,white,167.73,329.0,203,home_theater_system,2,tv_and_video
273,contoso_home_theater_system_51_channel_m1520_white,contoso,white,155.89,339.0,203,home_theater_system,2,tv_and_video
274,contoso_home_theater_system_51_channel_m1530_white,contoso,white,183.49,399.0,203,home_theater_system,2,tv_and_video
275,contoso_home_theater_system_21_channel_e1220_white,contoso,white,101.46,199.0,203,home_theater_system,2,tv_and_video
276,contoso_home_theater_system_51_channel_m1540_white,contoso,white,243.27,529.0,203,home_theater_system,2,tv_and_video
277,contoso_home_theater_system_41_channel_m1420_white,contoso,white,244.72,480.0,203,home_theater_system,2,tv_and_video
278,contoso_home_theater_system_21_channel_m1230_white,contoso,white,183.54,360.0,203,home_theater_system,2,tv_and_video
279,contoso_home_theater_system_21_channel_e1200_brown,contoso,brown,152.44,299.0,203,home_theater_system,2,tv_and_video
280,contoso_home_theater_system_21_channel_m1210_brown,contoso,brown,167.73,329.0,203,home_theater_system,2,tv_and_video
281,contoso_home_theater_system_71_channel_m1700_brown,contoso,brown,294.54,889.0,203,home_theater_system,2,tv_and_video
282,contoso_home_theater_system_41_channel_m1400_brown,contoso,brown,208.52,409.0,203,home_theater_system,2,tv_and_video
283,contoso_home_theater_system_51_channel_m1500_brown,contoso,brown,197.28,429.0,203,home_theater_system,2,tv_and_video
284,contoso_home_theater_system_51_channel_m1510_brown,contoso,brown,224.87,489.0,203,home_theater_system,2,tv_and_video
285,contoso_home_theater_system_41_channel_m1410_brown,contoso,brown,167.73,329.0,203,home_theater_system,2,tv_and_video
286,contoso_home_theater_system_51_channel_m1520_brown,contoso,brown,155.89,339.0,203,home_theater_system,2,tv_and_video
287,contoso_home_theater_system_51_channel_m1530_brown,contoso,brown,183.49,399.0,203,home_theater_system,2,tv_and_video
288,contoso_home_theater_system_21_channel_e1220_brown,contoso,brown,101.46,199.0,203,home_theater_system,2,tv_and_video
289,contoso_home_theater_system_51_channel_m1540_brown,contoso,brown,243.27,529.0,203,home_theater_system,2,tv_and_video
290,contoso_home_theater_system_41_channel_m1420_brown,contoso,brown,244.72,480.0,203,home_theater_system,2,tv_and_video
291,contoso_home_theater_system_21_channel_m1230_brown,contoso,brown,183.54,360.0,203,home_theater_system,2,tv_and_video
292,sv_car_video_lcd7w_m7080_black,southridge_video,black,229.93,500.0,205,car_video,2,tv_and_video
293,sv_car_video_lcd7w_m7081_black,southridge_video,black,229.47,499.0,205,car_video,2,tv_and_video
294,sv_car_video_tft7_m7000_black,southridge_video,black,152.44,299.0,205,car_video,2,tv_and_video
295,sv_car_video_tft62w_e6280_black,southridge_video,black,142.24,279.0,205,car_video,2,tv_and_video
296,sv_car_video_tft62w_e6281_black,southridge_video,black,132.05,259.0,205,car_video,2,tv_and_video
297,sv_car_video_tft62w_e6282_black,southridge_video,black,137.14,269.0,205,car_video,2,tv_and_video
298,sv_car_video_tft7_m7001_black,southridge_video,black,157.54,309.0,205,car_video,2,tv_and_video
299,sv_car_video_amfm_e1000_black,southridge_video,black,101.46,199.0,205,car_video,2,tv_and_video
300,sv_car_video_amfm_e1001_black,southridge_video,black,111.65,219.0,205,car_video,2,tv_and_video
301,sv_car_video_tft7_m7002_black,southridge_video,black,162.64,319.0,205,car_video,2,tv_and_video
302,sv_car_video_lcd92w_x9280_black,southridge_video,black,330.99,999.0,205,car_video,2,tv_and_video
303,sv_car_video_lcd92w_x9281_black,southridge_video,black,287.92,869.0,205,car_video,2,tv_and_video
304,sv_car_video_lcd7w_m7082_black,southridge_video,black,321.44,699.0,205,car_video,2,tv_and_video
305,sv_car_video_lcd7_m7001_black,southridge_video,black,151.3,329.0,205,car_video,2,tv_and_video
306,sv_car_video_lcd7_m7002_black,southridge_video,black,169.69,369.0,205,car_video,2,tv_and_video
307,sv_car_video_lcd7_m7003_black,southridge_video,black,169.69,369.0,205,car_video,2,tv_and_video
308,sv_car_video_lcd7w_m7080_silver,southridge_video,silver,229.93,500.0,205,car_video,2,tv_and_video
309,sv_car_video_lcd7w_m7081_silver,southridge_video,silver,229.47,499.0,205,car_video,2,tv_and_video
310,sv_car_video_tft7_m7000_silver,southridge_video,silver,152.44,299.0,205,car_video,2,tv_and_video
311,sv_car_video_tft62w_e6280_silver,southridge_video,silver,142.24,279.0,205,car_video,2,tv_and_video
312,sv_car_video_tft62w_e6281_silver,southridge_video,silver,132.05,259.0,205,car_video,2,tv_and_video
313,sv_car_video_tft62w_e6282_silver,southridge_video,silver,137.14,269.0,205,car_video,2,tv_and_video
314,sv_car_video_tft7_m7001_silver,southridge_video,silver,157.54,309.0,205,car_video,2,tv_and_video
315,sv_car_video_amfm_e1000_silver,southridge_video,silver,101.46,199.0,205,car_video,2,tv_and_video
316,sv_car_video_amfm_e1001_silver,southridge_video,silver,111.65,219.0,205,car_video,2,tv_and_video
317,sv_car_video_tft7_m7002_silver,southridge_video,silver,162.64,319.0,205,car_video,2,tv_and_video
318,sv_car_video_lcd92w_x9280_silver,southridge_video,silver,330.99,999.0,205,car_video,2,tv_and_video
319,sv_car_video_lcd92w_x9281_silver,southridge_video,silver,287.92,869.0,205,car_video,2,tv_and_video
320,sv_car_video_lcd7w_m7082_silver,southridge_video,silver,321.44,699.0,205,car_video,2,tv_and_video
321,sv_car_video_lcd7_m7001_silver,southridge_video,silver,151.3,329.0,205,car_video,2,tv_and_video
322,sv_car_video_lcd7_m7002_silver,southridge_video,silver,169.69,369.0,205,car_video,2,tv_and_video
323,sv_car_video_lcd7_m7003_silver,southridge_video,silver,169.69,369.0,205,car_video,2,tv_and_video
324,sv_car_video_lcd7w_m7080_brown,southridge_video,brown,229.93,500.0,205,car_video,2,tv_and_video
325,sv_car_video_lcd7w_m7081_brown,southridge_video,brown,229.47,499.0,205,car_video,2,tv_and_video
326,sv_car_video_tft7_m7000_brown,southridge_video,brown,152.44,299.0,205,car_video,2,tv_and_video
327,sv_car_video_tft62w_e6280_brown,southridge_video,brown,142.24,279.0,205,car_video,2,tv_and_video
328,sv_car_video_tft62w_e6281_brown,southridge_video,brown,132.05,259.0,205,car_video,2,tv_and_video
329,sv_car_video_tft62w_e6282_brown,southridge_video,brown,137.14,269.0,205,car_video,2,tv_and_video
330,sv_car_video_tft7_m7001_brown,southridge_video,brown,157.54,309.0,205,car_video,2,tv_and_video
331,sv_car_video_amfm_e1000_brown,southridge_video,brown,101.46,199.0,205,car_video,2,tv_and_video
332,sv_car_video_amfm_e1001_brown,southridge_video,brown,111.65,219.0,205,car_video,2,tv_and_video
333,sv_car_video_tft7_m7002_brown,southridge_video,brown,162.64,319.0,205,car_video,2,tv_and_video
334,sv_car_video_lcd92w_x9280_brown,southridge_video,brown,330.99,999.0,205,car_video,2,tv_and_video
335,sv_car_video_lcd92w_x9281_brown,southridge_video,brown,287.92,869.0,205,car_video,2,tv_and_video
336,sv_car_video_lcd7w_m7082_brown,southridge_video,brown,321.44,699.0,205,car_video,2,tv_and_video
337,sv_car_video_lcd7_m7001_brown,southridge_video,brown,151.3,329.0,205,car_video,2,tv_and_video
338,fabrikam_laptop19w_m9800_black,fabrikam,black,397.25,1199.0,301,laptops,3,computers
339,fabrikam_laptop17w_m7080_black,fabrikam,black,404.63,879.9,301,laptops,3,computers
340,fabrikam_laptop17_m7000_black,fabrikam,black,376.63,819.0,301,laptops,3,computers
341,fabrikam_laptop16w_m6080_black,fabrikam,black,444.69,967.0,301,laptops,3,computers
342,fabrikam_laptop16_m6000_black,fabrikam,black,275.46,599.0,301,laptops,3,computers
343,fabrikam_laptop19_m9000_black,fabrikam,black,364.12,1099.0,301,laptops,3,computers
344,fabrikam_laptop12_m2000_white,fabrikam,white,186.6,366.0,301,laptops,3,computers
345,fabrikam_laptop15_m5000_white,fabrikam,white,321.44,699.0,301,laptops,3,computers
346,fabrikam_laptop154_m5400_white,fabrikam,white,303.05,659.0,301,laptops,3,computers
347,fabrikam_laptop141_m4100_white,fabrikam,white,269.48,586.0,301,laptops,3,computers
348,fabrikam_laptop154w_m5480_white,fabrikam,white,348.58,758.0,301,laptops,3,computers
349,fabrikam_laptop101_m0100_white,fabrikam,white,195.26,383.0,301,laptops,3,computers
350,fabrikam_laptop12w_m2080_silver,fabrikam,silver,203.42,399.0,301,laptops,3,computers
351,fabrikam_laptop89w_e0880_silver,fabrikam,silver,171.3,336.0,301,laptops,3,computers
352,fabrikam_laptop89_e0800_silver,fabrikam,silver,163.15,320.0,301,laptops,3,computers
353,fabrikam_laptop101_m0101_silver,fabrikam,silver,196.23,384.9,301,laptops,3,computers
354,fabrikam_laptop12_m2001_silver,fabrikam,silver,195.24,382.95,301,laptops,3,computers
355,fabrikam_laptop89_m0801_silver,fabrikam,silver,185.32,363.5,301,laptops,3,computers
356,fabrikam_laptop141w_m4180_red,fabrikam,red,210.11,456.9,301,laptops,3,computers
357,fabrikam_laptop141_e4101_red,fabrikam,red,168.24,330.0,301,laptops,3,computers
358,fabrikam_laptop89_e8002_red,fabrikam,red,166.2,326.0,301,laptops,3,computers
359,fabrikam_laptop12_m2002_red,fabrikam,red,187.62,368.0,301,laptops,3,computers
360,fabrikam_laptop133_m3000_red,fabrikam,red,193.74,380.0,301,laptops,3,computers
361,fabrikam_laptop133w_m3080_red,fabrikam,red,198.32,389.0,301,laptops,3,computers
362,adventure_works_laptop19_x1900_black,adventure_works,black,430.38,1299.0,301,laptops,3,computers
363,adventure_works_laptop15_m1500_black,adventure_works,black,321.44,699.0,301,laptops,3,computers
364,adventure_works_laptop12_m1200_black,adventure_works,black,195.24,382.95,301,laptops,3,computers
365,adventure_works_laptop16_m1600_black,adventure_works,black,275.46,599.0,301,laptops,3,computers
366,adventure_works_laptop154w_m1548_black,adventure_works,black,348.58,758.0,301,laptops,3,computers
367,adventure_works_laptop89_e0890_black,adventure_works,black,166.2,326.0,301,laptops,3,computers
368,adventure_works_laptop19w_x1980_white,adventure_works,white,430.38,1299.0,301,laptops,3,computers
369,adventure_works_laptop15_m1501_white,adventure_works,white,321.44,699.0,301,laptops,3,computers
370,adventure_works_laptop12_m1201_white,adventure_works,white,195.24,382.95,301,laptops,3,computers
371,adventure_works_laptop16_m1601_white,adventure_works,white,275.46,599.0,301,laptops,3,computers
372,adventure_works_laptop154w_m1548_white,adventure_works,white,348.58,758.0,301,laptops,3,computers
373,adventure_works_laptop89_e0890_white,adventure_works,white,166.2,326.0,301,laptops,3,computers
374,adventure_works_laptop19w_x1980_silver,adventure_works,silver,430.38,1299.0,301,laptops,3,computers
375,adventure_works_laptop15_m1501_silver,adventure_works,silver,321.44,699.0,301,laptops,3,computers
376,adventure_works_laptop12_m1201_silver,adventure_works,silver,195.24,382.95,301,laptops,3,computers
377,adventure_works_laptop16_m1601_silver,adventure_works,silver,275.46,599.0,301,laptops,3,computers
378,adventure_works_laptop154w_m1548_silver,adventure_works,silver,348.58,758.0,301,laptops,3,computers
379,adventure_works_laptop89_e0890_silver,adventure_works,silver,166.2,326.0,301,laptops,3,computers
380,adventure_works_laptop19w_x1980_red,adventure_works,red,430.38,1299.0,301,laptops,3,computers
381,adventure_works_laptop15_m1501_red,adventure_works,red,321.44,699.0,301,laptops,3,computers
382,adventure_works_laptop12_m1201_red,adventure_works,red,195.24,382.95,301,laptops,3,computers
383,adventure_works_laptop16_m1601_red,adventure_works,red,275.46,599.0,301,laptops,3,computers
384,adventure_works_laptop154w_m1548_red,adventure_works,red,348.58,758.0,301,laptops,3,computers
385,adventure_works_laptop89_e0890_red,adventure_works,red,166.2,326.0,301,laptops,3,computers
386,adventure_works_laptop19w_x1980_blue,adventure_works,blue,430.38,1299.0,301,laptops,3,computers
387,adventure_works_laptop15_m1501_blue,adventure_works,blue,321.44,699.0,301,laptops,3,computers
388,adventure_works_laptop12_m1201_blue,adventure_works,blue,195.24,382.95,301,laptops,3,computers
389,adventure_works_laptop16_m1601_blue,adventure_works,blue,275.46,599.0,301,laptops,3,computers
390,wwi_laptop19w_x0196_black,wide_world_importers,black,430.38,1299.0,301,laptops,3,computers
391,wwi_laptop15_m0150_black,wide_world_importers,black,321.44,699.0,301,laptops,3,computers
392,wwi_laptop12_m0120_black,wide_world_importers,black,195.24,382.95,301,laptops,3,computers
393,wwi_laptop16_m0160_black,wide_world_importers,black,275.46,599.0,301,laptops,3,computers
394,wwi_laptop154w_m0156_black,wide_world_importers,black,348.58,758.0,301,laptops,3,computers
395,wwi_laptop89_e0089_black,wide_world_importers,black,166.2,326.0,301,laptops,3,computers
396,wwi_laptop19w_x0196_white,wide_world_importers,white,430.38,1299.0,301,laptops,3,computers
397,wwi_laptop15_m0150_white,wide_world_importers,white,321.44,699.0,301,laptops,3,computers
398,wwi_laptop12_m0120_white,wide_world_importers,white,195.24,382.95,301,laptops,3,computers
399,wwi_laptop16_m0160_white,wide_world_importers,white,275.46,599.0,301,laptops,3,computers
400,wwi_laptop154w_m0156_white,wide_world_importers,white,348.58,758.0,301,laptops,3,computers
401,wwi_laptop89_e0089_white,wide_world_importers,white,166.2,326.0,301,laptops,3,computers
402,wwi_laptop19w_x0196_blue,wide_world_importers,blue,430.38,1299.0,301,laptops,3,computers
403,wwi_laptop15_m0150_blue,wide_world_importers,blue,321.44,699.0,301,laptops,3,computers
404,proseware_laptop19_x910_black,proseware,black,430.38,1299.0,301,laptops,3,computers
405,proseware_laptop15_m510_black,proseware,black,321.44,699.0,301,laptops,3,computers
406,proseware_laptop12_m210_black,proseware,black,195.24,382.95,301,laptops,3,computers
407,proseware_laptop16_m610_black,proseware,black,275.46,599.0,301,laptops,3,computers
408,proseware_laptop154w_m518_black,proseware,black,348.58,758.0,301,laptops,3,computers
409,proseware_laptop89_e089_black,proseware,black,166.2,326.0,301,laptops,3,computers
410,proseware_laptop19w_x910_white,proseware,white,430.38,1299.0,301,laptops,3,computers
411,proseware_laptop15_m510_white,proseware,white,321.44,699.0,301,laptops,3,computers
412,proseware_laptop12_m210_white,proseware,white,195.24,382.95,301,laptops,3,computers
413,proseware_laptop16_m610_white,proseware,white,275.46,599.0,301,laptops,3,computers
414,proseware_laptop154w_m518_white,proseware,white,348.58,758.0,301,laptops,3,computers
415,proseware_laptop89_e089_white,proseware,white,166.2,326.0,301,laptops,3,computers
416,adventure_works_desktop_pc233_xd233_silver,adventure_works,silver,321.05,969.0,303,desktops,3,computers
417,adventure_works_desktop_pc230_md230_silver,adventure_works,silver,275.46,599.0,303,desktops,3,computers
418,adventure_works_desktop_pc160_ed160_silver,adventure_works,silver,137.63,269.95,303,desktops,3,computers
419,adventure_works_desktop_pc180_ed180_silver,adventure_works,silver,188.13,369.0,303,desktops,3,computers
420,adventure_works_desktop_pc180_ed182_silver,adventure_works,silver,254.86,499.9,303,desktops,3,computers
421,adventure_works_desktop_pc30_ms300_silver,adventure_works,silver,215.68,469.0,303,desktops,3,computers
